,user_name,text,created_at,favorite_count,text_clean,tokenized_text,stopwords_text,text_string,text_string_lemm
906,Representative Christine Hunschofsky,"Festive night at the City of Parkland, Light Up The Park event at the Pine Trails Park Amphitheater. Wonderful even… https://t.co/A6zUDdXUB7",2022-12-10,11,festive night at the city of parkland light up the park event at the pine trails park amphitheater wonderful even ,"['festive', 'night', 'at', 'the', 'city', 'of', 'parkland', 'light', 'up', 'the', 'park', 'event', 'at', 'the', 'pine', 'trails', 'park', 'amphitheater', 'wonderful', 'even']","['festive', 'night', 'city', 'parkland', 'light', 'park', 'event', 'pine', 'trails', 'park', 'amphitheater', 'wonderful', 'even']",festive night city parkland light park event pine trails park amphitheater wonderful even,festive night city parkland light park event pine trails park amphitheater wonderful even
907,Representative Christine Hunschofsky,I am honored and very grateful to be appointed to the following committee/subcommittees by Speaker Renner. Looking… https://t.co/VKUIu3yE16,2022-12-07,14,i am honored and very grateful to be appointed to the following committeesubcommittees by speaker renner looking ,"['i', 'am', 'honored', 'and', 'very', 'grateful', 'to', 'be', 'appointed', 'to', 'the', 'following', 'committeesubcommittees', 'by', 'speaker', 'renner', 'looking']","['honored', 'grateful', 'appointed', 'following', 'committeesubcommittees', 'speaker', 'renner', 'looking']",honored grateful appointed following committeesubcommittees speaker renner looking,honored grateful appointed following committeesubcommittees speaker renner looking
908,Representative Christine Hunschofsky,Today is the 81st Anniversary of the attacks on Pearl Harbor and a day we remember and honor those who lost their l… https://t.co/xAmFqz2GqS,2022-12-07,9,today is the st anniversary of the attacks on pearl harbor and a day we remember and honor those who lost their l ,"['today', 'is', 'the', 'st', 'anniversary', 'of', 'the', 'attacks', 'on', 'pearl', 'harbor', 'and', 'a', 'day', 'we', 'remember', 'and', 'honor', 'those', 'who', 'lost', 'their', 'l']","['today', 'st', 'anniversary', 'attacks', 'pearl', 'harbor', 'day', 'remember', 'honor', 'lost', 'l']",today anniversary attacks pearl harbor day remember honor lost,today anniversary attacks pearl harbor day remember honor lost
909,Representative Christine Hunschofsky,@senpizzo @ChiefMaggie Happy Birthday!,2022-12-07,4,  happy birthday,"['happy', 'birthday']","['happy', 'birthday']",happy birthday,happy birthday
910,Representative Christine Hunschofsky,We just received the Joint Proclamation for the topics that will be covered during special session from 12/12-12/16… https://t.co/zfbJx2zZBe,2022-12-06,9,we just received the joint proclamation for the topics that will be covered during special session from  ,"['we', 'just', 'received', 'the', 'joint', 'proclamation', 'for', 'the', 'topics', 'that', 'will', 'be', 'covered', 'during', 'special', 'session', 'from']","['received', 'joint', 'proclamation', 'topics', 'covered', 'special', 'session']",received joint proclamation topics covered special session,received joint proclamation topics covered special session
911,Representative Christine Hunschofsky,Thank you so much to the Margate Alliance of Homeowners and Condominium Associations for inviting me to speak and t… https://t.co/WLvly0fpeL,2022-12-05,11,thank you so much to the margate alliance of homeowners and condominium associations for inviting me to speak and t ,"['thank', 'you', 'so', 'much', 'to', 'the', 'margate', 'alliance', 'of', 'homeowners', 'and', 'condominium', 'associations', 'for', 'inviting', 'me', 'to', 'speak', 'and', 't']","['thank', 'much', 'margate', 'alliance', 'homeowners', 'condominium', 'associations', 'inviting', 'speak']",thank much margate alliance homeowners condominium associations inviting speak,thank much margate alliance homeowners condominium associations inviting speak
912,Representative Christine Hunschofsky,Magical evening kicking off the holiday season at Downtown in December with the @CoralSpringsFL City Commission and… https://t.co/L2Nd8CzrND,2022-12-04,16,magical evening kicking off the holiday season at downtown in december with the  city commission and ,"['magical', 'evening', 'kicking', 'off', 'the', 'holiday', 'season', 'at', 'downtown', 'in', 'december', 'with', 'the', 'city', 'commission', 'and']","['magical', 'evening', 'kicking', 'holiday', 'season', 'downtown', 'december', 'city', 'commission']",magical evening kicking holiday season downtown december city commission,magical evening kicking holiday season downtown december city commission
913,Representative Christine Hunschofsky,"Our team is at the Coconut Creek Senior Expo today until 12:30pm at the Coconut Creek Community Center, 1100 Lyons… https://t.co/qLKbJ3EkC7",2022-12-02,6,our team is at the coconut creek senior expo today until pm at the coconut creek community center  lyons ,"['our', 'team', 'is', 'at', 'the', 'coconut', 'creek', 'senior', 'expo', 'today', 'until', 'pm', 'at', 'the', 'coconut', 'creek', 'community', 'center', 'lyons']","['team', 'coconut', 'creek', 'senior', 'expo', 'today', 'pm', 'coconut', 'creek', 'community', 'center', 'lyons']",team coconut creek senior expo today coconut creek community center lyons,team coconut creek senior expo today coconut creek community center lyons
914,Representative Christine Hunschofsky,"Getting into the holiday spirit at Light Up The Night! 
@ZimFrachLaw @ParklandFLCares @eagleshaven2 @ParklandChamber https://t.co/i7dRr9MRMa",2022-12-02,6,getting into the holiday spirit at light up the night     ,"['getting', 'into', 'the', 'holiday', 'spirit', 'at', 'light', 'up', 'the', 'night']","['getting', 'holiday', 'spirit', 'light', 'night']",getting holiday spirit light night,getting holiday spirit light night
915,Representative Christine Hunschofsky,"Our office is once again excited to participate in the @CoconutCreekGov Senior Expo this Friday December 2, from 9:… https://t.co/KFV6TUgP1o",2022-11-30,3,our office is once again excited to participate in the  senior expo this friday december  from  ,"['our', 'office', 'is', 'once', 'again', 'excited', 'to', 'participate', 'in', 'the', 'senior', 'expo', 'this', 'friday', 'december', 'from']","['office', 'excited', 'participate', 'senior', 'expo', 'friday', 'december']",office excited participate senior expo friday december,office excited participate senior expo friday december
916,Representative Christine Hunschofsky,"Congratulations to @BrowardCounty’s newly appointed Mayor @LamarPFisher, Vice Mayor Nan Rich, Commissioner Mark Bog… https://t.co/0pABouLeZV",2022-11-29,16,congratulations to ’s newly appointed mayor  vice mayor nan rich commissioner mark bog ,"['congratulations', 'to', '’', 's', 'newly', 'appointed', 'mayor', 'vice', 'mayor', 'nan', 'rich', 'commissioner', 'mark', 'bog']","['congratulations', '’', 'newly', 'appointed', 'mayor', 'vice', 'mayor', 'nan', 'rich', 'commissioner', 'mark', 'bog']",congratulations newly appointed mayor vice mayor nan rich commissioner mark bog,congratulations newly appointed mayor vice mayor nan rich commissioner mark bog
917,Representative Christine Hunschofsky,It’s #SmallBusinessSaturday and a great day to highlight and support our local small businesses which are the backb… https://t.co/7YwD6dCJud,2022-11-26,14,it’s smallbusinesssaturday and a great day to highlight and support our local small businesses which are the backb ,"['it', '’', 's', 'smallbusinesssaturday', 'and', 'a', 'great', 'day', 'to', 'highlight', 'and', 'support', 'our', 'local', 'small', 'businesses', 'which', 'are', 'the', 'backb']","['’', 'smallbusinesssaturday', 'great', 'day', 'highlight', 'support', 'local', 'small', 'businesses', 'backb']",smallbusinesssaturday great day highlight support local small businesses backb,smallbusinesssaturday great day highlight support local small businesses backb
918,Representative Christine Hunschofsky,@KatrinaWTE Same to you! I hope you all have a wonderful and relaxing day! ??,2022-11-24,1, same to you i hope you all have a wonderful and relaxing day ,"['same', 'to', 'you', 'i', 'hope', 'you', 'all', 'have', 'a', 'wonderful', 'and', 'relaxing', 'day']","['hope', 'wonderful', 'relaxing', 'day']",hope wonderful relaxing day,hope wonderful relaxing day
919,Representative Christine Hunschofsky,Wishing you and your loved ones a Happy Thanksgiving. My heart goes out to all who are missing loved ones today. ??… https://t.co/4cS8AYDNkA,2022-11-24,23,wishing you and your loved ones a happy thanksgiving my heart goes out to all who are missing loved ones today  ,"['wishing', 'you', 'and', 'your', 'loved', 'ones', 'a', 'happy', 'thanksgiving', 'my', 'heart', 'goes', 'out', 'to', 'all', 'who', 'are', 'missing', 'loved', 'ones', 'today']","['wishing', 'loved', 'ones', 'happy', 'thanksgiving', 'heart', 'goes', 'missing', 'loved', 'ones', 'today']",wishing loved ones happy thanksgiving heart goes missing loved ones today,wishing loved ones happy thanksgiving heart goes missing loved ones today
920,Representative Christine Hunschofsky,"@ProfessaDiva954 Thank you, my friend!",2022-11-24,1, thank you my friend,"['thank', 'you', 'my', 'friend']","['thank', 'friend']",thank friend,thank friend
921,Representative Christine Hunschofsky,"@mffj411 Thank you, Romania. Always wonderful to see you. Thank you so much for all you do!",2022-11-24,0, thank you romania always wonderful to see you thank you so much for all you do,"['thank', 'you', 'romania', 'always', 'wonderful', 'to', 'see', 'you', 'thank', 'you', 'so', 'much', 'for', 'all', 'you', 'do']","['thank', 'romania', 'always', 'wonderful', 'see', 'thank', 'much']",thank romania always wonderful see thank much,thank romania always wonderful see thank much
922,Representative Christine Hunschofsky,@FopeUnion Thank you!,2022-11-23,1, thank you,"['thank', 'you']",['thank'],thank,thank
923,Representative Christine Hunschofsky,@FrancoRipple Thank you!,2022-11-23,0, thank you,"['thank', 'you']",['thank'],thank,thank
924,Representative Christine Hunschofsky,@BevProvost Thank you!,2022-11-23,0, thank you,"['thank', 'you']",['thank'],thank,thank
925,Representative Christine Hunschofsky,@scottherman4fl Thank you!,2022-11-23,0, thank you,"['thank', 'you']",['thank'],thank,thank
926,Representative Christine Hunschofsky,"@sarahforfl Thank you, Sarah!",2022-11-23,1, thank you sarah,"['thank', 'you', 'sarah']","['thank', 'sarah']",thank sarah,thank sarah
927,Representative Christine Hunschofsky,@holyspacemonkey Thank you!!,2022-11-23,1, thank you,"['thank', 'you']",['thank'],thank,thank
928,Representative Christine Hunschofsky,@Barbara48491247 Thank you! Happy Thanksgiving to you too!,2022-11-23,0, thank you happy thanksgiving to you too,"['thank', 'you', 'happy', 'thanksgiving', 'to', 'you', 'too']","['thank', 'happy', 'thanksgiving']",thank happy thanksgiving,thank happy thanksgiving
929,Representative Christine Hunschofsky,"@Montalto2018 Thank you, Tony! Thank you also for all the work you do for school safety!",2022-11-23,2, thank you tony thank you also for all the work you do for school safety,"['thank', 'you', 'tony', 'thank', 'you', 'also', 'for', 'all', 'the', 'work', 'you', 'do', 'for', 'school', 'safety']","['thank', 'tony', 'thank', 'also', 'work', 'school', 'safety']",thank tony thank also work school safety,thank tony thank also work school safety
930,Representative Christine Hunschofsky,"@rajselvaraj_ Thank you, Raj!",2022-11-23,1, thank you raj,"['thank', 'you', 'raj']","['thank', 'raj']",thank raj,thank raj
931,Representative Christine Hunschofsky,@orlandoribbons Thank you so much and thank you for all YOU do!!,2022-11-23,3, thank you so much and thank you for all you do,"['thank', 'you', 'so', 'much', 'and', 'thank', 'you', 'for', 'all', 'you', 'do']","['thank', 'much', 'thank']",thank much thank,thank much thank
932,Representative Christine Hunschofsky,@BobforBroward Thank you!,2022-11-23,1, thank you,"['thank', 'you']",['thank'],thank,thank
933,Representative Christine Hunschofsky,@MaryRarick Thank you!,2022-11-23,0, thank you,"['thank', 'you']",['thank'],thank,thank
934,Representative Christine Hunschofsky,@k17nielsen Thank you!,2022-11-23,2, thank you,"['thank', 'you']",['thank'],thank,thank
935,Representative Christine Hunschofsky,@KatrinaWTE Thank you so much!,2022-11-23,2, thank you so much,"['thank', 'you', 'so', 'much']","['thank', 'much']",thank much,thank much
936,Representative Christine Hunschofsky,@Jamppa ??,2022-11-23,0, ,[],[],,
937,Representative Christine Hunschofsky,Officially sworn in today for my second term in the Florida House of Representatives. It is an honor to serve the r… https://t.co/8udQnwfway,2022-11-23,245,officially sworn in today for my second term in the florida house of representatives it is an honor to serve the r ,"['officially', 'sworn', 'in', 'today', 'for', 'my', 'second', 'term', 'in', 'the', 'florida', 'house', 'of', 'representatives', 'it', 'is', 'an', 'honor', 'to', 'serve', 'the', 'r']","['officially', 'sworn', 'today', 'second', 'term', 'florida', 'house', 'representatives', 'honor', 'serve', 'r']",officially sworn today second term florida house representatives honor serve,officially sworn today second term florida house representatives honor serve
938,Representative Christine Hunschofsky,In this week’s Sun Sentinel Opinion #SF100 I discuss the importance of governing post-election and addressing the i… https://t.co/o3NivwVDKq,2022-11-20,8,in this week’s sun sentinel opinion sf i discuss the importance of governing postelection and addressing the i ,"['in', 'this', 'week', '’', 's', 'sun', 'sentinel', 'opinion', 'sf', 'i', 'discuss', 'the', 'importance', 'of', 'governing', 'postelection', 'and', 'addressing', 'the', 'i']","['week', '’', 'sun', 'sentinel', 'opinion', 'sf', 'discuss', 'importance', 'governing', 'postelection', 'addressing']",week sun sentinel opinion discuss importance governing postelection addressing,week sun sentinel opinion discuss importance governing postelection addressing
939,Representative Christine Hunschofsky,So much fun kicking off the holiday season with the Coconut Creek Mayor and Commission and Santa Claus at the Prome… https://t.co/O2pER3i3Cq,2022-11-19,7,so much fun kicking off the holiday season with the coconut creek mayor and commission and santa claus at the prome ,"['so', 'much', 'fun', 'kicking', 'off', 'the', 'holiday', 'season', 'with', 'the', 'coconut', 'creek', 'mayor', 'and', 'commission', 'and', 'santa', 'claus', 'at', 'the', 'prome']","['much', 'fun', 'kicking', 'holiday', 'season', 'coconut', 'creek', 'mayor', 'commission', 'santa', 'claus', 'prome']",much fun kicking holiday season coconut creek mayor commission santa claus prome,much fun kicking holiday season coconut creek mayor commission santa claus prome
940,Representative Christine Hunschofsky,It was great to be back at Westglades Middle School tonight volunteering to sort Thanksgiving food items for the Ha… https://t.co/WpWWqDA9EM,2022-11-15,18,it was great to be back at westglades middle school tonight volunteering to sort thanksgiving food items for the ha ,"['it', 'was', 'great', 'to', 'be', 'back', 'at', 'westglades', 'middle', 'school', 'tonight', 'volunteering', 'to', 'sort', 'thanksgiving', 'food', 'items', 'for', 'the', 'ha']","['great', 'back', 'westglades', 'middle', 'school', 'tonight', 'volunteering', 'sort', 'thanksgiving', 'food', 'items', 'ha']",great back westglades middle school tonight volunteering sort thanksgiving food items,great back westglades middle school tonight volunteering sort thanksgiving food items
941,Representative Christine Hunschofsky,"Today is World Kindness Day, a global day that promotes the importance of being kind to each other, to yourself, an… https://t.co/dxYln329Aw",2022-11-13,19,today is world kindness day a global day that promotes the importance of being kind to each other to yourself an ,"['today', 'is', 'world', 'kindness', 'day', 'a', 'global', 'day', 'that', 'promotes', 'the', 'importance', 'of', 'being', 'kind', 'to', 'each', 'other', 'to', 'yourself', 'an']","['today', 'world', 'kindness', 'day', 'global', 'day', 'promotes', 'importance', 'kind']",today world kindness day global day promotes importance kind,today world kindness day global day promotes importance kind
942,Representative Christine Hunschofsky,"Wonderful and meaningful #VeteransDay ceremonies today in Coconut Creek, Parkland, Margate and Coral Springs. Thank… https://t.co/skjhLs4meJ",2022-11-11,11,wonderful and meaningful veteransday ceremonies today in coconut creek parkland margate and coral springs thank ,"['wonderful', 'and', 'meaningful', 'veteransday', 'ceremonies', 'today', 'in', 'coconut', 'creek', 'parkland', 'margate', 'and', 'coral', 'springs', 'thank']","['wonderful', 'meaningful', 'veteransday', 'ceremonies', 'today', 'coconut', 'creek', 'parkland', 'margate', 'coral', 'springs', 'thank']",wonderful meaningful veteransday ceremonies today coconut creek parkland margate coral springs thank,wonderful meaningful veteransday ceremonies today coconut creek parkland margate coral springs thank
943,Representative Christine Hunschofsky,Thank you to all Veterans who served our nation and fought for freedom both here and abroad. We thank you for your… https://t.co/y2KrkCxQVx,2022-11-11,16,thank you to all veterans who served our nation and fought for freedom both here and abroad we thank you for your ,"['thank', 'you', 'to', 'all', 'veterans', 'who', 'served', 'our', 'nation', 'and', 'fought', 'for', 'freedom', 'both', 'here', 'and', 'abroad', 'we', 'thank', 'you', 'for', 'your']","['thank', 'veterans', 'served', 'nation', 'fought', 'freedom', 'abroad', 'thank']",thank veterans served nation fought freedom abroad thank,thank veterans served nation fought freedom abroad thank
944,Representative Christine Hunschofsky,"RT @FLHouseDems: Congratulations, @RepHunschofsky! We’re excited to welcome you back to the Florida House.

#FlaPol #FLHouseDems https://t.…",2022-11-09,0,congratulations  we’re excited to welcome you back to the florida houseflapol flhousedems ,"['congratulations', 'we', '’', 're', 'excited', 'to', 'welcome', 'you', 'back', 'to', 'the', 'florida', 'houseflapol', 'flhousedems']","['congratulations', '’', 'excited', 'welcome', 'back', 'florida', 'houseflapol', 'flhousedems']",congratulations excited welcome back florida houseflapol flhousedems,congratulations excited welcome back florida houseflapol flhousedems
945,Representative Christine Hunschofsky,"RT @browardschools: Schools and District offices will be closed tomorrow, Wednesday, November 9. All before and after-school activities are…",2022-11-08,0,schools and district offices will be closed tomorrow wednesday november  all before and afterschool activities are,"['schools', 'and', 'district', 'offices', 'will', 'be', 'closed', 'tomorrow', 'wednesday', 'november', 'all', 'before', 'and', 'afterschool', 'activities', 'are']","['schools', 'district', 'offices', 'closed', 'tomorrow', 'wednesday', 'november', 'afterschool', 'activities']",schools district offices closed tomorrow wednesday november afterschool activities,schools district offices closed tomorrow wednesday november afterschool activities
946,Representative Christine Hunschofsky,"RT @browardschools: There will be a Broward County Emergency Operations Center news conference today, Tuesday, November 8, at noon. 

Browa…",2022-11-08,0,there will be a broward county emergency operations center news conference today tuesday november  at noon browa,"['there', 'will', 'be', 'a', 'broward', 'county', 'emergency', 'operations', 'center', 'news', 'conference', 'today', 'tuesday', 'november', 'at', 'noon', 'browa']","['broward', 'county', 'emergency', 'operations', 'center', 'news', 'conference', 'today', 'tuesday', 'november', 'noon', 'browa']",broward county emergency operations center news conference today tuesday november noon browa,broward county emergency operations center news conference today tuesday november noon browa
947,Representative Christine Hunschofsky,"Today is Election Day! If you have not yet voted, you can vote in-person at your precinct. Polls are open until 7pm… https://t.co/IApt4aPJx5",2022-11-08,5,today is election day if you have not yet voted you can vote inperson at your precinct polls are open until pm ,"['today', 'is', 'election', 'day', 'if', 'you', 'have', 'not', 'yet', 'voted', 'you', 'can', 'vote', 'inperson', 'at', 'your', 'precinct', 'polls', 'are', 'open', 'until', 'pm']","['today', 'election', 'day', 'yet', 'voted', 'vote', 'inperson', 'precinct', 'polls', 'open', 'pm']",today election day yet voted vote inperson precinct polls open,today election day yet voted vote inperson precinct polls open
948,Representative Christine Hunschofsky,Today is the last day of Early Voting. There is no in-person voting on Monday and on Tuesday you can only vote in-p… https://t.co/ciDuyHKUR7,2022-11-06,3,today is the last day of early voting there is no inperson voting on monday and on tuesday you can only vote inp ,"['today', 'is', 'the', 'last', 'day', 'of', 'early', 'voting', 'there', 'is', 'no', 'inperson', 'voting', 'on', 'monday', 'and', 'on', 'tuesday', 'you', 'can', 'only', 'vote', 'inp']","['today', 'last', 'day', 'early', 'voting', 'inperson', 'voting', 'monday', 'tuesday', 'vote', 'inp']",today last day early voting inperson voting monday tuesday vote inp,today last day early voting inperson voting monday tuesday vote inp
949,Representative Christine Hunschofsky,It was an honor to stop by Judge Ari Porth’s courtroom today as he presided over the mental health court diversion… https://t.co/ztVkaPhcNb,2022-11-01,12,it was an honor to stop by judge ari porth’s courtroom today as he presided over the mental health court diversion ,"['it', 'was', 'an', 'honor', 'to', 'stop', 'by', 'judge', 'ari', 'porth', '’', 's', 'courtroom', 'today', 'as', 'he', 'presided', 'over', 'the', 'mental', 'health', 'court', 'diversion']","['honor', 'stop', 'judge', 'ari', 'porth', '’', 'courtroom', 'today', 'presided', 'mental', 'health', 'court', 'diversion']",honor stop judge ari porth courtroom today presided mental health court diversion,honor stop judge ari porth courtroom today presided mental health court diversion
950,Representative Christine Hunschofsky,"Today is the DEA National Drug TakeBack Day. You can drop off expired or unused medications, pet medications, and n… https://t.co/66Lv0AD8Lb",2022-10-29,4,today is the dea national drug takeback day you can drop off expired or unused medications pet medications and n ,"['today', 'is', 'the', 'dea', 'national', 'drug', 'takeback', 'day', 'you', 'can', 'drop', 'off', 'expired', 'or', 'unused', 'medications', 'pet', 'medications', 'and', 'n']","['today', 'dea', 'national', 'drug', 'takeback', 'day', 'drop', 'expired', 'unused', 'medications', 'pet', 'medications', 'n']",today dea national drug takeback day drop expired unused medications pet medications,today dea national drug takeback day drop expired unused medications pet medications
951,Representative Christine Hunschofsky,Thank you to all our first responders for all you do to keep our communities safe and to help us in emergency situa… https://t.co/BceULd3pAf,2022-10-28,13,thank you to all our first responders for all you do to keep our communities safe and to help us in emergency situa ,"['thank', 'you', 'to', 'all', 'our', 'first', 'responders', 'for', 'all', 'you', 'do', 'to', 'keep', 'our', 'communities', 'safe', 'and', 'to', 'help', 'us', 'in', 'emergency', 'situa']","['thank', 'first', 'responders', 'keep', 'communities', 'safe', 'help', 'us', 'emergency', 'situa']",thank first responders keep communities safe help emergency situa,thank first responders keep communities safe help emergency situa
952,Representative Christine Hunschofsky,Great to join the community and the city officials at the Broward Sheriff's Office Coffee with a Cop at Carmela Cof… https://t.co/UMclorLypS,2022-10-27,14,great to join the community and the city officials at the broward sheriffs office coffee with a cop at carmela cof ,"['great', 'to', 'join', 'the', 'community', 'and', 'the', 'city', 'officials', 'at', 'the', 'broward', 'sheriffs', 'office', 'coffee', 'with', 'a', 'cop', 'at', 'carmela', 'cof']","['great', 'join', 'community', 'city', 'officials', 'broward', 'sheriffs', 'office', 'coffee', 'cop', 'carmela', 'cof']",great join community city officials broward sheriffs office coffee cop carmela cof,great join community city officials broward sheriffs office coffee cop carmela cof
953,Representative Christine Hunschofsky,Great way to start my morning by participating in #ReadForTheRecord. Loved reading #NigelAndTheMoon to Ms. Goldstei… https://t.co/CN4c2cL5Kt,2022-10-27,10,great way to start my morning by participating in readfortherecord loved reading nigelandthemoon to ms goldstei ,"['great', 'way', 'to', 'start', 'my', 'morning', 'by', 'participating', 'in', 'readfortherecord', 'loved', 'reading', 'nigelandthemoon', 'to', 'ms', 'goldstei']","['great', 'way', 'start', 'morning', 'participating', 'readfortherecord', 'loved', 'reading', 'nigelandthemoon', 'ms', 'goldstei']",great way start morning participating readfortherecord loved reading nigelandthemoon goldstei,great way start morning participating readfortherecord loved reading nigelandthemoon goldstei
954,Representative Christine Hunschofsky,Early voting starts today in Broward County. Please see locations below open 7am-7pm. Please bring valid and curren… https://t.co/2q7dNAjYm5,2022-10-24,8,early voting starts today in broward county please see locations below open ampm please bring valid and curren ,"['early', 'voting', 'starts', 'today', 'in', 'broward', 'county', 'please', 'see', 'locations', 'below', 'open', 'ampm', 'please', 'bring', 'valid', 'and', 'curren']","['early', 'voting', 'starts', 'today', 'broward', 'county', 'please', 'see', 'locations', 'open', 'ampm', 'please', 'bring', 'valid', 'curren']",early voting starts today broward county please see locations open ampm please bring valid curren,early voting starts today broward county please see locations open ampm please bring valid curren
955,Representative Christine Hunschofsky,"Happy Diwali! May your home and heart be filled with light, joy, peace, happiness, and health. https://t.co/zbqIbAchng",2022-10-24,14,happy diwali may your home and heart be filled with light joy peace happiness and health ,"['happy', 'diwali', 'may', 'your', 'home', 'and', 'heart', 'be', 'filled', 'with', 'light', 'joy', 'peace', 'happiness', 'and', 'health']","['happy', 'diwali', 'may', 'home', 'heart', 'filled', 'light', 'joy', 'peace', 'happiness', 'health']",happy diwali may home heart filled light joy peace happiness health,happy diwali may home heart filled light joy peace happiness health
956,Representative Christine Hunschofsky,Hanna Temel is a Holocaust survivor who spent 4 years in a work camp. Her family home &amp; business were stolen from t… https://t.co/0ANUMwb7I6,2022-10-20,20,hanna temel is a holocaust survivor who spent  years in a work camp her family home amp business were stolen from t ,"['hanna', 'temel', 'is', 'a', 'holocaust', 'survivor', 'who', 'spent', 'years', 'in', 'a', 'work', 'camp', 'her', 'family', 'home', 'amp', 'business', 'were', 'stolen', 'from', 't']","['hanna', 'temel', 'holocaust', 'survivor', 'spent', 'years', 'work', 'camp', 'family', 'home', 'amp', 'business', 'stolen']",hanna temel holocaust survivor spent years work camp family home amp business stolen,hanna temel holocaust survivor spent years work camp family home amp business stolen
957,Representative Christine Hunschofsky,Thank you @SecMartyWalsh for visiting us and for listening to the students talk about about their experiences from… https://t.co/dGAcbNOFoR,2022-10-17,7,thank you  for visiting us and for listening to the students talk about about their experiences from ,"['thank', 'you', 'for', 'visiting', 'us', 'and', 'for', 'listening', 'to', 'the', 'students', 'talk', 'about', 'about', 'their', 'experiences', 'from']","['thank', 'visiting', 'us', 'listening', 'students', 'talk', 'experiences']",thank visiting listening students talk experiences,thank visiting listening students talk experiences
958,Representative Christine Hunschofsky,"RT @bc_president: Thank you, @SecMartyWalsh, for listening to our student’s experiences with our initiatives – including pre-apprenticeship…",2022-10-17,0,thank you  for listening to our student’s experiences with our initiatives – including preapprenticeship,"['thank', 'you', 'for', 'listening', 'to', 'our', 'student', '’', 's', 'experiences', 'with', 'our', 'initiatives', '–', 'including', 'preapprenticeship']","['thank', 'listening', 'student', '’', 'experiences', 'initiatives', '–', 'including', 'preapprenticeship']",thank listening student experiences initiatives including preapprenticeship,thank listening student experiences initiatives including preapprenticeship
959,Representative Christine Hunschofsky,RT @bc_president: I was honored to join my colleagues and @BrowardCollege students for a discussion on workforce education initiatives with…,2022-10-17,0,i was honored to join my colleagues and  students for a discussion on workforce education initiatives with,"['i', 'was', 'honored', 'to', 'join', 'my', 'colleagues', 'and', 'students', 'for', 'a', 'discussion', 'on', 'workforce', 'education', 'initiatives', 'with']","['honored', 'join', 'colleagues', 'students', 'discussion', 'workforce', 'education', 'initiatives']",honored join colleagues students discussion workforce education initiatives,honored join colleagues students discussion workforce education initiatives
960,Representative Christine Hunschofsky,Reminding the community that mental health support is available through @211Broward and @eagleshaven2. Please reach… https://t.co/YPN2cUvyJx,2022-10-13,14,reminding the community that mental health support is available through  and  please reach ,"['reminding', 'the', 'community', 'that', 'mental', 'health', 'support', 'is', 'available', 'through', 'and', 'please', 'reach']","['reminding', 'community', 'mental', 'health', 'support', 'available', 'please', 'reach']",reminding community mental health support available please reach,reminding community mental health support available please reach
961,Representative Christine Hunschofsky,"Today is #WorldMentalHealthDay. Please take time to do a self-check and to check in on your family, friends, and ne… https://t.co/vskx3qYnpk",2022-10-10,17,today is worldmentalhealthday please take time to do a selfcheck and to check in on your family friends and ne ,"['today', 'is', 'worldmentalhealthday', 'please', 'take', 'time', 'to', 'do', 'a', 'selfcheck', 'and', 'to', 'check', 'in', 'on', 'your', 'family', 'friends', 'and', 'ne']","['today', 'worldmentalhealthday', 'please', 'take', 'time', 'selfcheck', 'check', 'family', 'friends', 'ne']",today worldmentalhealthday please take time selfcheck check family friends,today worldmentalhealthday please take time selfcheck check family friends
962,Representative Christine Hunschofsky,Great time early this morning at @NAMIBroward #NAMIWalks at @NSUFlorida raising awareness for mental health! For mo… https://t.co/OBmWloOgnD,2022-10-08,15,great time early this morning at  namiwalks at  raising awareness for mental health for mo ,"['great', 'time', 'early', 'this', 'morning', 'at', 'namiwalks', 'at', 'raising', 'awareness', 'for', 'mental', 'health', 'for', 'mo']","['great', 'time', 'early', 'morning', 'namiwalks', 'raising', 'awareness', 'mental', 'health', 'mo']",great time early morning namiwalks raising awareness mental health,great time early morning namiwalks raising awareness mental health
963,Representative Christine Hunschofsky,"RT @CityofKissimmee: Due to rising waters, there's a voluntary evacuation for Shingle Creek Reserve at The Oaks. If evacuation assistance i…",2022-10-01,0,due to rising waters theres a voluntary evacuation for shingle creek reserve at the oaks if evacuation assistance i,"['due', 'to', 'rising', 'waters', 'theres', 'a', 'voluntary', 'evacuation', 'for', 'shingle', 'creek', 'reserve', 'at', 'the', 'oaks', 'if', 'evacuation', 'assistance', 'i']","['due', 'rising', 'waters', 'theres', 'voluntary', 'evacuation', 'shingle', 'creek', 'reserve', 'oaks', 'evacuation', 'assistance']",due rising waters theres voluntary evacuation shingle creek reserve oaks evacuation assistance,due rising waters theres voluntary evacuation shingle creek reserve oaks evacuation assistance
964,Representative Christine Hunschofsky,"RT @FLSERT: Search &amp; rescue missions continue to help with recovery efforts following #HurricaneIan.

If you or someone you know needs assi…",2022-10-01,0,search amp rescue missions continue to help with recovery efforts following hurricaneianif you or someone you know needs assi,"['search', 'amp', 'rescue', 'missions', 'continue', 'to', 'help', 'with', 'recovery', 'efforts', 'following', 'hurricaneianif', 'you', 'or', 'someone', 'you', 'know', 'needs', 'assi']","['search', 'amp', 'rescue', 'missions', 'continue', 'help', 'recovery', 'efforts', 'following', 'hurricaneianif', 'someone', 'know', 'needs', 'assi']",search amp rescue missions continue help recovery efforts following hurricaneianif someone know needs assi,search amp rescue missions continue help recovery efforts following hurricaneianif someone know needs assi
